Year,country_code,country_name,gdp,income_group,region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change
1988,VCT,St. Vincent and the Grenadines,7.454395534,Upper middle income,Latin America & Caribbean,112076.0,-0.9803884905564164,3859259.367,133.5072905885292,14962963.1,2007267.1260537384,18317750.228000503,0.0,0.0
1989,VCT,St. Vincent and the Grenadines,7.157498312,Upper middle income,Latin America & Caribbean,112320.0,2.722768259717223,3048148.155,136.8444614494302,15370369.91,2147450.022339593,18317750.228000503,0.0,0.0
1990,VCT,St. Vincent and the Grenadines,6.502411631,Upper middle income,Latin America & Caribbean,112487.0,1.6867530288345425,3051851.852,138.94610123836532,15629630.09,2403666.6666081757,18317750.228000503,0.0,0.0
1991,VCT,St. Vincent and the Grenadines,0.9607,Upper middle income,Latin America & Caribbean,112780.0,-84.33649269430663,800000.0,21.707290751906367,2448148.251,2548296.295409597,18317750.228000503,19.77,0.0
1992,VCT,St. Vincent and the Grenadines,0.734196776,Upper middle income,Latin America & Caribbean,113222.0,-16.641456367423245,0.0,18.02424200243769,2040740.728,2779555.556097947,18317750.228000503,19.734,-0.0359999999999978
1993,VCT,St. Vincent and the Grenadines,6.074796855,Upper middle income,Latin America & Caribbean,113621.0,752.2686464461054,2962962.963,153.0755175539733,17392593.38,2863074.0739395474,18317750.228000503,19.802,0.0679999999999978
1994,VCT,St. Vincent and the Grenadines,5.865793008,Upper middle income,Latin America & Caribbean,113944.0,-2.3850146492644497,2625925.926,149.00106613775188,16977777.48,2894370.3701861007,18317750.228000503,20.185,0.3829999999999991
1995,VCT,St. Vincent and the Grenadines,4.904948313,Upper middle income,Latin America & Caribbean,114174.0,-8.704186880413756,2337037.037,135.75770315483385,15500000.0,3160074.0743626263,18317750.228000503,20.059,-0.1259999999999976
1996,VCT,St. Vincent and the Grenadines,5.011061205,Upper middle income,Latin America & Caribbean,114290.0,7.168458774193542,2188888.889,145.3417718960539,16611111.11,3314888.888889554,18317750.228000503,20.395,0.3359999999999985
1997,VCT,St. Vincent and the Grenadines,4.941532301,Upper middle income,Latin America & Caribbean,114276.0,3.455964361435204,3696296.296,150.38315298050335,17185185.19,3477703.7046833225,18317750.228000503,20.471,0.0760000000000005
1998,VCT,St. Vincent and the Grenadines,4.831626634,Upper middle income,Latin America & Caribbean,114165.0,5.043103408069816,3844444.444,158.12071869662333,18051851.85,3736185.185123723,18317750.228000503,20.596,0.125
1999,VCT,St. Vincent and the Grenadines,4.750981098,Upper middle income,Latin America & Caribbean,113995.0,2.8313500146523785,3633333.333,162.84015053291813,18562962.96,3907185.1849325127,18317750.228000503,20.781,0.1849999999999987
2000,VCT,St. Vincent and the Grenadines,4.508183491,Upper middle income,Latin America & Caribbean,113813.0,3.930566642686428,4459259.259,169.51132638626518,19292592.59,4279460.369906226,18317750.228000503,20.958,0.1769999999999996
2001,VCT,St. Vincent and the Grenadines,4.210019066,Upper middle income,Latin America & Caribbean,113641.0,0.8331733500831495,4545555.556,171.18234906415816,19453333.33,4620723.332847727,18317750.228000503,21.1,0.142000000000003
2002,VCT,St. Vincent and the Grenadines,4.18836559,Upper middle income,Latin America & Caribbean,113450.0,5.017135024848729,3801851.852,180.0734537681798,20429333.33,4877638.518179116,18317750.228000503,20.629,-0.4710000000000001
2003,VCT,St. Vincent and the Grenadines,4.066055585,Upper middle income,Latin America & Caribbean,113108.0,1.324493489969414,3653200.0,183.0102072355625,20699918.52,5090908.888792281,18317750.228000503,20.26,-0.3689999999999998
2004,VCT,St. Vincent and the Grenadines,3.900432435,Upper middle income,Latin America & Caribbean,112608.0,3.616278340790302,3939251.852,190.47035015274227,21448485.19,5499001.853623956,18317750.228000503,20.037,-0.2230000000000025
2005,VCT,St. Vincent and the Grenadines,3.865425953,Upper middle income,Latin America & Caribbean,112043.0,4.517853365475832,4716666.667,200.07940076577745,22417496.3,5799489.260064996,18317750.228000503,19.757,-0.2799999999999976
2006,VCT,St. Vincent and the Grenadines,3.971567348,Upper middle income,Latin America & Caribbean,111427.0,14.005066123285136,5090422.222,229.36165812594797,25557081.48,6435011.480510338,18317750.228000503,19.278,-0.4790000000000027
2007,VCT,St. Vincent and the Grenadines,4.045082527,Upper middle income,Latin America & Caribbean,110824.0,12.945502375101391,5605837.778,260.463203547968,28865574.07,7135966.66503808,18317750.228000503,19.071,-0.2069999999999972
2008,VCT,St. Vincent and the Grenadines,3.654688415,Upper middle income,Latin America & Caribbean,110316.0,-7.237045779633789,5265628.148,242.72598045614416,26776559.26,7326632.593383478,18317750.228000503,18.79,-0.2810000000000023
2009,VCT,St. Vincent and the Grenadines,4.067921587,Upper middle income,Latin America & Caribbean,109840.0,8.517207748222088,5286984.815,264.5409180626366,29057174.44,7143002.592001536,18317750.228000503,18.917,0.1270000000000024
2010,VCT,St. Vincent and the Grenadines,4.033005189,Upper middle income,Latin America & Caribbean,109308.0,-0.0050717250675735,5615745.185,265.8149516961247,29055700.74,7204478.888162422,18317750.228000503,18.977,0.0599999999999987
2011,VCT,St. Vincent and the Grenadines,4.095899017,Upper middle income,Latin America & Caribbean,108703.0,0.6218324645368867,5741076.667,268.9565009245375,29236378.52,7137963.704342959,18317750.228000503,18.919,-0.0579999999999998
2012,VCT,St. Vincent and the Grenadines,4.261327703,Upper middle income,Latin America & Caribbean,108083.0,6.405384951213855,6164354.074,287.82584782065635,31109081.11,7300325.926142461,18317750.228000503,18.893,-0.0259999999999998
2013,VCT,St. Vincent and the Grenadines,4.130293077,Upper middle income,Latin America & Caribbean,107450.0,1.5385420684963511,6444994.815,293.97587166123776,31587707.41,7647812.5937114945,18317750.228000503,18.905,0.0120000000000004
2014,VCT,St. Vincent and the Grenadines,5.659282978,Upper middle income,Latin America & Caribbean,106912.0,38.1154168731741,11544080.6,408.06919494537567,43627493.77,7709014.364469548,18317750.228000503,18.948,0.0429999999999992
2015,VCT,St. Vincent and the Grenadines,5.313035597,Upper middle income,Latin America & Caribbean,106482.0,-4.211951549835735,10052444.72,392.4599920174301,41789924.87,7865545.808425721,18317750.228000503,18.969,0.0210000000000007
2016,VCT,St. Vincent and the Grenadines,5.513569611,Upper middle income,Latin America & Caribbean,105963.0,7.435278909129095,12403062.65,423.7056551815257,44897122.34,8143022.670907564,18317750.228000503,18.978,0.0090000000000003
2017,VCT,St. Vincent and the Grenadines,5.413198266,Upper middle income,Latin America & Caribbean,105549.0,1.7648923777327186,12273181.15,432.87485651214126,45689508.23,8440390.686772602,18317750.228000503,19.028,0.0499999999999971
2018,VCT,St. Vincent and the Grenadines,5.240055269,Upper middle income,Latin America & Caribbean,105281.0,1.422158423612352,10815235.01,440.148606301232,46339285.42,8843281.805469064,18317750.228000503,19.02,-0.0079999999999991
2019,VCT,St. Vincent and the Grenadines,8.71115246,Upper middle income,Latin America & Caribbean,104924.0,71.21150835821413,10428523.96,756.1491129770119,79338189.53,9107657.097531732,18317750.228000503,19.09,0.0700000000000002
2020,VCT,St. Vincent and the Grenadines,7.249492954,Upper middle income,Latin America & Caribbean,104632.0,-20.585278157657505,9821315.313,602.1695325521829,63006202.53,8691118.527846217,18317750.228000503,20.55,1.4600000000000009
2021,VCT,St. Vincent and the Grenadines,8.032067095,Upper middle income,Latin America & Caribbean,104332.0,11.19188246052827,8431073.598,671.4889263121573,70057782.66,8722260.637440553,18317750.228000503,20.398,-0.152000000000001
2022,VCT,St. Vincent and the Grenadines,7.333167852,Upper middle income,Latin America & Caribbean,103948.0,-0.7114062579153924,0.0,669.1748490591449,69559387.21,9485585.031444332,18317750.228000503,18.975,-1.4229999999999985
1970,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,11305206.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1971,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,11668921.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1972,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,12057260.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1973,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,12469591.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1974,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,12950962.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1975,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,13497543.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1976,SDN,Sudan,0.0,Low income,Sub-Saharan Africa,14066007.0,0.0,0.0,0.0,0.0,0.0,447838570.5074413,0.0,0.0
1977,SDN,Sudan,0.539977088,Low income,Sub-Saharan Africa,14667218.0,0.0,3446213.961,2.7607766033067755,40492912.29,74990056.41143055,447838570.5074413,0.0,0.0
1978,SDN,Sudan,0.848576773,Low income,Sub-Saharan Africa,15305806.0,70.34690806132677,2877464.294,4.506683546753434,68978424.07,81287193.17421147,447838570.5074413,0.0,0.0
1979,SDN,Sudan,1.519170877,Low income,Sub-Saharan Africa,15973034.0,85.40580061703926,12210000.04,8.00661911819633,127889999.4,84184077.86525781,447838570.5074413,0.0,0.0
1980,SDN,Sudan,2.929019992,Low income,Sub-Saharan Africa,16673586.0,105.01994951139233,53200000.76,15.725472144984288,262200012.2,89518000.18987374,447838570.5074413,0.0,0.0
1981,SDN,Sudan,3.570723748,Low income,Sub-Saharan Africa,17404336.0,46.44989333833449,61254814.15,22.0629869591118,383991638.2,107538881.55449656,447838570.5074413,0.0,0.0
1982,SDN,Sudan,1.52431271,Low income,Sub-Saharan Africa,18128631.0,-65.33485665886565,26001773.83,7.342598114551507,133111251.8,87325422.74740988,447838570.5074413,0.0,0.0
1983,SDN,Sudan,3.334828887,Low income,Sub-Saharan Africa,18733995.0,106.189592681751,28615385.06,14.650454849592943,274461547.9,82301538.45971528,447838570.5074413,0.0,0.0
1984,SDN,Sudan,2.725686347,Low income,Sub-Saharan Africa,19165837.0,3.755600111880031,8000000.0,14.858168004872422,284769226.1,104476153.83678629,447838570.5074413,0.0,0.0
1985,SDN,Sudan,3.229722066,Low income,Sub-Saharan Africa,19517196.0,-8.414106126617039,12182716.37,13.363007739431422,260808441.2,80752596.00372064,447838570.5074413,0.0,0.0
1986,SDN,Sudan,1.122847344,Low income,Sub-Saharan Africa,19887452.0,-56.55048618111982,24040000.92,5.698065277542844,113319999.7,100922000.04348944,447838570.5074413,0.0,0.0
1987,SDN,Sudan,1.139617802,Low income,Sub-Saharan Africa,20230532.0,21.61823143739383,4137777.805,6.812365562111762,137817779.5,120933333.3141456,447838570.5074413,0.0,0.0
1988,SDN,Sudan,1.512295844,Low income,Sub-Saharan Africa,20453819.0,57.71227855256513,1088888.884,10.626649248240636,217355560.3,143725555.52695152,447838570.5074413,0.0,0.0
1989,SDN,Sudan,1.946614231,Low income,Sub-Saharan Africa,20718709.0,91.7288597654522,4377777.576,20.113866042522243,416733337.4,214081111.07146215,447838570.5074413,0.0,0.0
1990,SDN,Sudan,0.184000454,Low income,Sub-Saharan Africa,21090886.0,-85.14637635755416,2100000.0,2.934917078874733,61900001.53,336412221.7328877,447838570.5074413,0.0,0.0
1991,SDN,Sudan,0.10278192,Low income,Sub-Saharan Africa,21453711.0,-26.655895948569945,200000.0,2.1161840732356283,45400001.53,441711942.4311202,447838570.5074413,15.722,0.0
1992,SDN,Sudan,1.759117845,Low income,Sub-Saharan Africa,21780059.0,172.46694434197303,200000.003,5.679506970114269,123699996.9,70319334.91641659,447838570.5074413,15.713,-0.0090000000000003
1993,SDN,Sudan,0.846750496,Low income,Sub-Saharan Africa,22163251.0,-39.2077616535494,200000.003,3.3930038941489227,75199996.95,88810100.8564393,447838570.5074413,15.711,-0.0019999999999988
1994,SDN,Sudan,0.83790594,Low income,Sub-Saharan Africa,22703631.0,42.55319314876649,200000.003,4.7217115579441895,107199996.9,127937984.1847165,447838570.5074413,15.705,-0.0060000000000002
1995,SDN,Sudan,2.503186854,Low income,Sub-Saharan Africa,23290602.0,222.94777053300453,900000.0,14.864364605088351,346200000.0,138303698.52206007,447838570.5074413,15.582,-0.1229999999999993
1996,SDN,Sudan,2.456337926,Low income,Sub-Saharan Africa,23862258.0,-36.01386481802427,649999.9762,9.283279059341323,221520000.0,90183031.2740121,447838570.5074413,15.526,-0.0560000000000009
1997,SDN,Sudan,3.592102985,Low income,Sub-Saharan Africa,24454372.0,89.41856265799927,400000.0,17.158486016324606,419600000.0,116811795.69521724,447838570.5074413,15.407,-0.1189999999999997
1998,SDN,Sudan,6.102991437,Low income,Sub-Saharan Africa,25029144.0,63.63203050524309,4600000.0,27.43202084737696,686600000.0,112502206.02267575,447838570.5074413,15.43,0.0229999999999996
1999,SDN,Sudan,6.226345997,Low income,Sub-Saharan Africa,25634162.0,-3.13137197786193,2700000.0,25.945845235744397,665100000.0,106820276.34192844,447838570.5074413,15.386,-0.0440000000000004
2000,SDN,Sudan,5.227905367,Low income,Sub-Saharan Africa,26298773.0,-3.653585926928282,4400000.0,24.36615578985377,640800000.0,122572991.47855826,447838570.5074413,15.282,-0.1039999999999992
2001,SDN,Sudan,4.705923812,Low income,Sub-Saharan Africa,26947253.0,15.418227215980028,1900000.0,27.446211307698043,739600000.0,157163615.3806903,447838570.5074413,15.218,-0.064
2002,SDN,Sudan,5.39054531,Low income,Sub-Saharan Africa,27570318.0,32.19172525689562,3590000.0,35.4616874567787,977690000.0,181371260.93463817,447838570.5074413,15.163,-0.0549999999999997
2003,SDN,Sudan,5.729726319,Low income,Sub-Saharan Africa,28188977.0,25.152144340230542,650000.0,43.40703814828044,1223600000.0,213552957.3101064,447838570.5074413,15.097,-0.0660000000000007
2004,SDN,Sudan,5.265141553,Low income,Sub-Saharan Africa,28831550.0,14.65756783262504,2140000.0,48.66023505500051,1402950000.0,266460072.51231825,447838570.5074413,15.048,-0.0489999999999994
2005,SDN,Sudan,2.000381557,Low income,Sub-Saharan Africa,29540577.0,-49.83510562030008,1738017.971,23.82446306651356,703788385.7,351827071.80898094,447838570.5074413,14.976,-0.0719999999999991
2006,SDN,Sudan,1.769246783,Low income,Sub-Saharan Africa,30332968.0,13.7882889618137,2442585.0,26.401266173491496,800828762.0,452638246.7922792,447838570.5074413,14.899,-0.0770000000000017
2007,SDN,Sudan,1.681878195,Low income,Sub-Saharan Africa,31191163.0,24.834521128250884,2041564.0,32.05108928128137,999710750.1,594401397.8372555,447838570.5074413,14.843,-0.0559999999999991
2008,SDN,Sudan,2.453417112,Low income,Sub-Saharan Africa,32065241.0,59.10863105562196,2102552.757,49.605929642007055,1590626089.0,648330885.6125726,447838570.5074413,14.8,-0.0429999999999992
2009,SDN,Sudan,2.391129812,Low income,Sub-Saharan Africa,32948155.0,-12.336679711029186,78778.51881,42.32090212638614,1394395643.0,583153468.2902443,447838570.5074413,13.0,-1.8000000000000007
2010,SDN,Sudan,1.962932793,Low income,Sub-Saharan Africa,33739933.0,4.384819639026949,788632.4433,43.13990122624132,1455537377.0,741511569.9277025,447838570.5074413,15.13,2.130000000000001
2011,SDN,Sudan,1.051264079,Low income,Sub-Saharan Africa,34419624.0,-43.37342878828731,1706234.901,23.946249653976466,824220909.3,784028414.7100587,447838570.5074413,17.44,2.3100000000000005
2012,SDN,Sudan,0.942846089,Low income,Sub-Saharan Africa,35159792.0,-27.708307678575903,8021746.359,16.94672265979275,595843243.8,631962364.5381637,447838570.5074413,17.668,0.2279999999999979
2013,SDN,Sudan,0.938263765,Low income,Sub-Saharan Africa,35990704.0,3.971776108271796,64367674.34,17.21302265718392,619508803.4,660271478.5644525,447838570.5074413,17.405,-0.2629999999999981
2014,SDN,Sudan,0.659418,Low income,Sub-Saharan Africa,37003245.0,-18.232506282411933,35611551.23,13.689524307935695,506556821.9,768187738.126651,447838570.5074413,17.385,-0.0199999999999995
2015,SDN,Sudan,0.178140371,Low income,Sub-Saharan Africa,38171178.0,-70.11351857188363,89390261.94,3.9661340946826416,151392010.5,849846722.8408321,447838570.5074413,17.444,0.0589999999999975
2016,SDN,Sudan,0.149024895,Low income,Sub-Saharan Africa,39377169.0,1.3339249497581696,112042591.0,3.895949612324848,153411466.3,1029435157.7969576,447838570.5074413,17.441,-0.0030000000000001
2017,SDN,Sudan,0.164152281,Low income,Sub-Saharan Africa,40679828.0,38.80058318691657,124699657.9,5.234437321121417,212936009.9,1297185811.8742802,447838570.5074413,17.501,0.0600000000000022
2018,SDN,Sudan,1.315077747,Low income,Sub-Saharan Africa,41999059.0,99.6911423294215,208724836.0,10.124378039041304,425214350.6,323337803.8446879,447838570.5074413,17.572,0.0709999999999979
2019,SDN,Sudan,1.615177219,Low income,Sub-Saharan Africa,43232093.0,22.836232376208045,138816458.2,12.08170253982383,522317287.8,323380791.6900789,447838570.5074413,17.586,0.0139999999999993
2020,SDN,Sudan,1.832300855,Low income,Sub-Saharan Africa,44440486.0,-5.162033869023319,199517746.2,11.146482342699851,495355092.5,270345937.5398261,447838570.5074413,19.292,1.706000000000003
2021,SDN,Sudan,3.269165795,Low income,Sub-Saharan Africa,45657202.0,125.9025036671042,175696167.0,24.50915752568456,1119019556.0,342295137.7111175,447838570.5074413,19.05,-0.2420000000000008
2022,SDN,Sudan,2.902372959,Low income,Sub-Saharan Africa,46874204.0,33.99506085128685,247281848.6,31.9884031524034,1499430935.0,516622417.6498056,447838570.5074413,18.73,-0.3200000000000003
1970,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,379918.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1971,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,392026.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1972,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,397529.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1973,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,396331.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1974,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,394519.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1975,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,392137.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1976,SUR,Suriname,0.0,Upper middle income,Latin America & Caribbean,389231.0,0.0,0.0,0.0,0.0,0.0,40003579.14445399,0.0,0.0
1977,SUR,Suriname,0.483242386,Upper middle income,Latin America & Caribbean,385810.0,0.0,14100000.38,8.035042909722401,3099999.905,6414999.997537467,40003579.14445399,0.0,0.0
1978,SUR,Suriname,0.639021048,Upper middle income,Latin America & Caribbean,381885.0,51.61290171071797,15300000.19,12.30736951961978,4699999.809,7355000.001502298,40003579.14445399,0.0,0.0
1979,SUR,Suriname,0.690095859,Upper middle income,Latin America & Caribbean,377362.0,14.893623711634474,14800000.19,14.30986716998532,5400000.095,7824999.9975728,40003579.14445399,0.0,0.0
1980,SUR,Suriname,0.754716981,Upper middle income,Latin America & Caribbean,375112.0,11.111109156378651,17500000.0,15.99522276013564,6000000.0,7950000.001391251,40003579.14445399,0.0,0.0
1981,SUR,Suriname,0.686164219,Upper middle income,Latin America & Caribbean,375859.0,1.6666650833333296,14600000.38,16.229490061432614,6099999.905,8889999.99721641,40003579.14445399,0.0,0.0
1982,SUR,Suriname,0.43715847,Upper middle income,Latin America & Caribbean,377288.0,-34.42622848696586,15500000.0,10.60198044994805,4000000.0,9149999.99885625,40003579.14445399,0.0,0.0
1983,SUR,Suriname,0.679117148,Upper middle income,Latin America & Caribbean,379409.0,50.0,15500000.0,15.814068722671312,6000000.0,8834999.99620095,40003579.14445399,0.0,0.0
1984,SUR,Suriname,0.682870381,Upper middle income,Latin America & Caribbean,382617.0,-1.6666650833333407,13399999.62,15.420120107052222,5900000.095,8640000.004627526,40003579.14445399,0.0,0.0
1985,SUR,Suriname,0.515463918,Upper middle income,Latin America & Caribbean,387171.0,-23.728814787417384,9300000.191,11.622771333596782,4500000.0,8729999.991968399,40003579.14445399,0.0,0.0
1986,SUR,Suriname,0.190796863,Upper middle income,Latin America & Caribbean,392372.0,-62.22222115555556,7400000.095,4.332623245287635,1700000.048,8909999.993029235,40003579.14445399,0.0,0.0
1987,SUR,Suriname,0.214285705,Upper middle income,Latin America & Caribbean,396867.0,23.52940268858157,6599999.905,5.291445005505622,2099999.905,9799999.981333332,40003579.14445399,0.0,0.0
1988,SUR,Suriname,0.2411714,Upper middle income,Latin America & Caribbean,402139.0,33.33333707936526,9100000.381,6.962766486214965,2799999.952,11609999.991707142,40003579.14445399,0.0,0.0
1989,SUR,Suriname,0.368595651,Upper middle income,Latin America & Caribbean,408360.0,-28.57142734693876,7199999.809,4.897639337839162,2000000.0,5425999.993689561,40003579.14445399,0.0,0.0
1990,SUR,Suriname,0.128733265,Upper middle income,Latin America & Caribbean,412756.0,-75.0,8399999.619,1.2113694289119965,500000.0,3883999.99021232,40003579.14445399,0.0,0.0
1991,SUR,Suriname,0.914974315,Upper middle income,Latin America & Caribbean,415981.0,719.9999809999999,10800000.19,9.856219166259995,4099999.905,4480999.999437142,40003579.14445399,17.095,0.0
1992,SUR,Suriname,1.136925335,Upper middle income,Latin America & Caribbean,419521.0,12.195122233789425,14699999.81,10.964885917510683,4599999.905,4045999.999639379,40003579.14445399,17.28,0.1850000000000022
1993,SUR,Suriname,0.816298532,Upper middle income,Latin America & Caribbean,422375.0,-23.913041906899775,5599999.905,8.286475288546907,3500000.0,4287647.059005124,40003579.14445399,15.64,-1.6400000000000006
1994,SUR,Suriname,0.033030961,Upper middle income,Latin America & Caribbean,426548.0,-94.2857142,2500000.0,0.468880414396504,200000.003,6054925.34716141,40003579.14445399,12.7,-2.9400000000000013
1995,SUR,Suriname,0.038558465,Upper middle income,Latin America & Caribbean,434490.0,33.33333829999994,2299999.952,0.6137464167184515,266666.6806,6915904.992587231,40003579.14445399,8.39,-4.309999999999999
1996,SUR,Suriname,0.038697952,Upper middle income,Latin America & Caribbean,443834.0,24.999997206250143,2900000.095,0.7510315642785366,333333.3433,8613720.521954237,40003579.14445399,10.88,2.49
1997,SUR,Suriname,0.043176845,Upper middle income,Latin America & Caribbean,452887.0,19.999998212000047,2700000.048,0.8832225389556335,400000.006,9264224.979847416,40003579.14445399,10.56,-0.3200000000000003
1998,SUR,Suriname,0.121528561,Upper middle income,Latin America & Caribbean,461749.0,237.5000009375,2299999.952,2.923666372856249,1350000.024,11108500.033996124,40003579.14445399,10.63,0.0700000000000002
1999,SUR,Suriname,0.259508529,Upper middle income,Latin America & Caribbean,470458.0,70.37036378600835,2200000.048,4.888852888036764,2299999.952,8862906.975978428,40003579.14445399,13.6,2.969999999999999
2000,SUR,Suriname,0.131902181,Upper middle income,Latin America & Caribbean,478998.0,-45.65217277882796,1799999.952,2.6096142363851205,1250000.0,9476719.721563969,40003579.14445399,12.741,-0.859
2001,SUR,Suriname,0.023972786,Upper middle income,Latin America & Caribbean,487394.0,-83.99999976,2000000.0,0.4103456402828102,200000.003,8342793.4909192445,40003579.14445399,11.913,-0.8279999999999994
2002,SUR,Suriname,1.380793062,Upper middle income,Latin America & Caribbean,495666.0,7450.00007675,22100000.38,30.464063260340637,15100000.38,10935744.678589644,40003579.14445399,11.143,-0.7699999999999996
2003,SUR,Suriname,1.844308483,Upper middle income,Latin America & Caribbean,503780.0,55.62913515635288,28299999.24,46.64734606375799,23500000.0,12741903.112528274,40003579.14445399,10.303,-0.8399999999999999
2004,SUR,Suriname,0.613169337,Upper middle income,Latin America & Caribbean,510572.0,-61.27659412340426,13899999.62,17.82314811818901,9100000.381,14840925.388609247,40003579.14445399,9.49,-0.8130000000000006
2005,SUR,Suriname,0.217462747,Upper middle income,Latin America & Caribbean,516220.0,-57.14285893720557,9500000.0,7.554918445623959,3900000.0,17934106.20348689,40003579.14445399,9.374,-0.1159999999999996
2006,SUR,Suriname,0.079957952,Upper middle income,Latin America & Caribbean,522023.0,-46.15384615384615,4100000.0,4.022811255442768,2100000.0,26263804.2555167,40003579.14445399,9.19,-0.184000000000001
2007,SUR,Suriname,0.095347972,Upper middle income,Latin America & Caribbean,527946.0,33.33333333333333,6400000.0,5.30357271387604,2800000.0,29366120.131008133,40003579.14445399,9.031,-0.1589999999999989
2008,SUR,Suriname,0.062270571,Upper middle income,Latin America & Caribbean,533938.0,-21.42857142857143,8200000.0,4.120328577475288,2200000.0,35329690.48894702,40003579.14445399,8.875,-0.1560000000000005
2009,SUR,Suriname,0.118697124,Upper middle income,Latin America & Caribbean,539987.0,109.09090909090908,4600000.0,8.518723598901454,4600000.0,38754098.20376103,40003579.14445399,8.72,-0.1549999999999993
2010,SUR,Suriname,0.098434851,Upper middle income,Latin America & Caribbean,546080.0,-6.521739130434778,1200000.0,7.874304131262819,4300000.0,43683715.232118346,40003579.14445399,7.15,-1.5700000000000005
2011,SUR,Suriname,0.088049321,Upper middle income,Latin America & Caribbean,552146.0,-9.446871441860472,2593598.589,7.052092250962607,3893784.528,44222766.10173973,40003579.14445399,7.54,0.3899999999999997
2012,SUR,Suriname,0.161797003,Upper middle income,Latin America & Caribbean,558111.0,106.93211686622637,12352687.24,14.437075689244612,8057490.75,49800000.00370836,40003579.14445399,8.1,0.5599999999999996
2013,SUR,Suriname,0.13591183,Upper middle income,Latin America & Caribbean,563947.0,-13.202590037103048,18795263.4,12.40133076157866,6993693.279,51457575.687120095,40003579.14445399,6.6,-1.5
2014,SUR,Suriname,0.168564637,Upper middle income,Latin America & Caribbean,569682.0,26.31106700840491,22732215.07,15.506560860269412,8833808.604,52406060.73265534,40003579.14445399,6.94,0.3400000000000007
2015,SUR,Suriname,0.130808583,Upper middle income,Latin America & Caribbean,575475.0,-24.09208978148244,32221024.19,11.652216871280244,6705559.504,51262381.64356539,40003579.14445399,7.22,0.2799999999999993
2016,SUR,Suriname,0.045021218,Upper middle income,Latin America & Caribbean,581453.0,-77.72678677880538,40347661.61,2.5686402271550755,1493543.566,33174215.011242032,40003579.14445399,7.92,0.7000000000000002
2017,SUR,Suriname,2.726102216,Upper middle income,Latin America & Caribbean,587559.0,6455.741201592775,79784983.73,166.64343652297046,97912850.92,35916793.70836915,40003579.14445399,7.91,-0.0099999999999997
2018,SUR,Suriname,2.469315528,Upper middle income,Latin America & Caribbean,593715.0,0.7822319570959912,82474416.73,166.2055978541893,98678756.53,39961987.607927926,40003579.14445399,7.932,0.0220000000000002
2019,SUR,Suriname,2.394830991,Upper middle income,Latin America & Caribbean,600301.0,-2.5348639443379506,71686379.5,160.21526585829443,96177384.31,40160405.753660135,40003579.14445399,8.029,0.0969999999999995
2020,SUR,Suriname,4.25950717,Upper middle income,Latin America & Caribbean,607065.0,28.958226499724194,77356721.08,204.30868045431708,124028649.1,29118074.967344165,40003579.14445399,9.524,1.4949999999999992
2021,SUR,Suriname,4.945750083,Upper middle income,Latin America & Caribbean,612985.0,19.017753213600063,105345911.5,240.815209996982,147616111.5,29847062.43192515,40003579.14445399,9.078,-0.4459999999999997
2022,SUR,Suriname,4.092359303,Upper middle income,Latin America & Caribbean,618040.0,0.3753689176401398,107380916.3,239.74211458805252,148170216.5,36206551.1675332,40003579.14445399,8.639,-0.439
1970,SWE,Sweden,0.0152238,High income,Europe & Central Asia,8042801.0,0.0,25129465.1,0.7210308388831205,5799107.552,380923787.2278932,1653127942.8482895,0.0,0.0
1971,SWE,Sweden,0.028160385,High income,Europe & Central Asia,8098334.0,101.84570962066545,27312248.23,1.445389853024091,11705249.79,415663698.8450264,1653127942.8482895,0.0,0.0
