Year,country_code,country_name,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration,gdp,remittance_to_gdp_ratio1
2002,SSD,South Sudan,Low income,Sub-Saharan Africa,6686100,0.0,0.0,0.0,0.0,0.0,495073766.8,12.135,0.008,82850,0.0,
2003,SSD,South Sudan,Low income,Sub-Saharan Africa,6992367,0.0,0.0,0.0,0.0,0.0,495073766.8,12.135,0.0,91958,0.0,
2004,SSD,South Sudan,Low income,Sub-Saharan Africa,7317118,0.0,0.0,0.0,0.0,0.0,495073766.8,12.147,0.012,110187,0.0,
2005,SSD,South Sudan,Low income,Sub-Saharan Africa,7662654,0.0,0.0,0.0,0.0,0.0,495073766.8,12.14,-0.007,132868,0.0,
2006,SSD,South Sudan,Low income,Sub-Saharan Africa,8029517,0.0,0.0,0.0,0.0,0.0,495073766.8,12.128,-0.012,153929,0.0,
2007,SSD,South Sudan,Low income,Sub-Saharan Africa,8417823,0.0,0.0,0.0,0.0,0.0,495073766.8,12.133,0.005,167356,0.0,
2008,SSD,South Sudan,Low income,Sub-Saharan Africa,8823888,0.0,0.0,0.0,0.0,0.0,495073766.8,12.15,0.017,165553,14586253383.0,0.0
2009,SSD,South Sudan,Low income,Sub-Saharan Africa,9229227,0.0,0.0,0.0,0.0,0.0,495073766.8,12.211,0.061,139129,12231264525.0,0.0
2010,SSD,South Sudan,Low income,Sub-Saharan Africa,9714419,0.0,0.0,0.0,0.0,0.0,495073766.8,12.138,-0.073,299400,14602072411.0,0.0
2011,SSD,South Sudan,Low income,Sub-Saharan Africa,10243050,0.0,0.0,0.0,0.0,0.0,495073766.8,12.203,0.065,194323,14907308933.0,0.0
2012,SSD,South Sudan,Low income,Sub-Saharan Africa,10701604,0.0,0.0,0.0,0.0,0.0,495073766.8,12.342,0.139,125766,11931472169.0,0.0
2013,SSD,South Sudan,Low income,Sub-Saharan Africa,11106031,0.0,0.0,0.0,0.0,0.0,495073766.8,12.036,-0.306,65337,18426469017.0,0.0
2014,SSD,South Sudan,Low income,Sub-Saharan Africa,11213284,inf,2401528.794,0.1770766,1985610.2,139622133.4,495073766.8,12.139,0.103,-471614,13962212847.0,0.00014221314499059793
2015,SSD,South Sudan,Low income,Sub-Saharan Africa,11194299,57248.61757,145950000.0,101.7232075,1138720000.0,119978007.6,495073766.8,12.29,0.151,-160109,11997800760.0,0.09491072762238469
2016,SSD,South Sudan,Low income,Sub-Saharan Africa,11066105,-4.893213433,63790000.0,97.8664128,1083000000.0,0.0,495073766.8,12.326,0.036,-655870,0.0,inf
2017,SSD,South Sudan,Low income,Sub-Saharan Africa,10658226,-41.47460757,123080000.0,59.46862076,633830000.0,0.0,495073766.8,12.26,-0.066,-672697,0.0,inf
2018,SSD,South Sudan,Low income,Sub-Saharan Africa,10395329,99.92111449,103490000.0,121.8970559,1267160000.0,0.0,495073766.8,12.229,-0.031,-297041,0.0,inf
2019,SSD,South Sudan,Low income,Sub-Saharan Africa,10447666,-93.65194608,16020000.0,7.699327295,80440000.0,0.0,495073766.8,12.199,-0.03,2048,0.0,inf
2020,SSD,South Sudan,Low income,Sub-Saharan Africa,10606227,7.545997016,308260000.0,8.156529179,86510000.0,0.0,495073766.8,13.745,1.546,-74415,0.0,inf
2021,SSD,South Sudan,Low income,Sub-Saharan Africa,10748272,56.05132355,9710000.0,12.56015851,135000000.0,0.0,495073766.8,13.485,-0.26,-31885,0.0,inf
2022,SSD,South Sudan,Low income,Sub-Saharan Africa,10913164,778.9333333,0.0,108.7274048,1186560000.0,0.0,495073766.8,12.975,-0.51,0,0.0,inf
1970,ESP,Spain,High income,Europe & Central Asia,33814531,0.0,0.0,0.0,0.0,0.0,883381423.6,0.0,0.0,-53295,40992995008.0,0.0
1971,ESP,Spain,High income,Europe & Central Asia,34224490,0.0,0.0,0.0,0.0,0.0,883381423.6,0.0,0.0,14581,46619420359.0,0.0
1972,ESP,Spain,High income,Europe & Central Asia,34604469,0.0,0.0,0.0,0.0,0.0,883381423.6,0.0,0.0,7538,59132415221.0,0.0
1973,ESP,Spain,High income,Europe & Central Asia,34988947,0.0,0.0,0.0,0.0,0.0,883381423.6,0.0,0.0,9876,78639525985.0,0.0
1974,ESP,Spain,High income,Europe & Central Asia,35373335,0.0,0.0,0.0,0.0,0.0,883381423.6,0.0,0.0,105120,97274006346.0,0.0
1975,ESP,Spain,High income,Europe & Central Asia,35757900,0.0,1717612.982,39.25789565,1403779907.0,1147770464.0,883381423.6,0.0,0.0,1177,115000000000.0,0.0122067818
1976,ESP,Spain,High income,Europe & Central Asia,36137812,-1.681025628,2945085.049,38.19218515,1380182007.0,1185071848.0,883381423.6,0.0,0.0,4854,119000000000.0,0.01159816812605042
1977,ESP,Spain,High income,Europe & Central Asia,36511638,6.003731869,2655160.189,40.07063266,1463044434.0,1324492771.0,883381423.6,0.0,0.0,195,132000000000.0,0.011083669954545454
1978,ESP,Spain,High income,Europe & Central Asia,36864898,18.55219655,1246556.401,47.04939949,1734471313.0,1605996876.0,883381423.6,0.0,0.0,-1893,161000000000.0,0.010773113745341616
1979,ESP,Spain,High income,Europe & Central Asia,37191330,9.306993076,7489693.642,50.97689268,1895898438.0,2146019558.0,883381423.6,0.0,0.0,-6124,215000000000.0,0.008818132269767442
1980,ESP,Spain,High income,Europe & Central Asia,37491165,15.40327853,11255760.19,58.3585214,2187928955.0,2327668229.0,883381423.6,0.0,0.0,15108,233000000000.0,0.009390253025751073
1981,ESP,Spain,High income,Europe & Central Asia,37758631,-17.00898606,11797623.63,48.08925472,1815784424.0,2028078914.0,883381423.6,0.0,0.0,-6044,203000000000.0,0.008944750857142858
1982,ESP,Spain,High income,Europe & Central Asia,37986012,-12.89948322,16502719.88,41.63526345,1581557617.0,1959967546.0,883381423.6,0.0,0.0,-16439,196000000000.0,0.008069171515306122
1983,ESP,Spain,High income,Europe & Central Asia,38171525,-14.7655394,15740970.61,35.31512309,1348032104.0,1709511856.0,883381423.6,0.0,0.0,-21369,171000000000.0,0.007883228678362574
1984,ESP,Spain,High income,Europe & Central Asia,38330364,-8.997481561,23020278.93,32.00447468,1226743164.0,1721029104.0,883381423.6,0.0,0.0,-18090,172000000000.0,0.007132227697674419
1985,ESP,Spain,High income,Europe & Central Asia,38469512,0.631555099,130917480.5,32.09010613,1234490723.0,1807934639.0,883381423.6,0.0,0.0,-17354,181000000000.0,0.0068203907348066296
1986,ESP,Spain,High income,Europe & Central Asia,38584624,16.08651603,128680984.5,37.14114905,1433077271.0,2513210750.0,883381423.6,0.0,0.0,-19462,251000000000.0,0.005709471199203188
1987,ESP,Spain,High income,Europe & Central Asia,38684815,10.50875867,129935958.9,40.93792107,1583675903.0,3187479355.0,883381423.6,0.0,0.0,-22528,319000000000.0,0.004964501263322884
1988,ESP,Spain,High income,Europe & Central Asia,38766939,13.04899624,162415481.6,46.18186935,1790329712.0,3761604099.0,883381423.6,0.0,0.0,-24067,376000000000.0,0.004761515191489362
1989,ESP,Spain,High income,Europe & Central Asia,38827764,3.953306563,246620330.8,47.93237473,1861106934.0,4147570573.0,883381423.6,0.0,0.0,-31560,415000000000.0,0.004484595021686747
1990,ESP,Spain,High income,Europe & Central Asia,38867322,17.43160976,158846365.0,56.23047124,2185527832.0,5365585910.0,883381423.6,0.0,0.0,-38206,537000000000.0,0.004069884230912477
1991,ESP,Spain,High income,Europe & Central Asia,38966376,-2.253192125,207192768.8,54.82377142,2136283691.0,5771661751.0,883381423.6,15.93,0.0,123866,577000000000.0,0.0037023980779896013
1992,ESP,Spain,High income,Europe & Central Asia,39157685,23.41674231,392980838.6,67.33114427,2636531738.0,6309160184.0,883381423.6,17.7,1.77,162339,631000000000.0,0.004178338729001585
1993,ESP,Spain,High income,Europe & Central Asia,39361262,-11.94873634,498084557.9,58.97929573,2321499512.0,5250756356.0,883381423.6,22.16,4.46,162620,525000000000.0,0.004421903832380952
1994,ESP,Spain,High income,Europe & Central Asia,39549108,13.34494073,490554745.2,66.5325308,2631302246.0,5305626341.0,883381423.6,24.21,2.05,162131,531000000000.0,0.004955371461393597
1995,ESP,Spain,High income,Europe & Central Asia,39724050,5.028469998,645759195.9,69.57036078,2763616490.0,6146090202.0,883381423.6,22.68,-1.53,164507,615000000000.0,0.0044936853495934955
1996,ESP,Spain,High income,Europe & Central Asia,39889852,5.84506825,754788474.5,73.33072482,2925151760.0,6425889925.0,883381423.6,22.14,-0.54,164247,643000000000.0,0.004549225132192846
1997,ESP,Spain,High income,Europe & Central Asia,40057389,-0.879334411,833185834.8,72.38189923,2899429894.0,5900772730.0,883381423.6,20.7,-1.44,166516,590000000000.0,0.004914287955932203
1998,ESP,Spain,High income,Europe & Central Asia,40223509,12.20982393,1017174928.0,80.88417097,3253445179.0,6192148349.0,883381423.6,18.67,-2.03,168468,619000000000.0,0.00525596959450727
1999,ESP,Spain,High income,Europe & Central Asia,40386875,-80.48133211,549865012.6,15.72365179,635029159.5,6349075430.0,883381423.6,15.48,-3.19,170694,635000000000.0,0.0010000459204724409
2000,ESP,Spain,High income,Europe & Central Asia,40567864,2.144860956,621628224.5,15.98924834,648649652.0,5983633129.0,883381423.6,13.79,-1.69,175213,598000000000.0,0.001084698414715719
2001,ESP,Spain,High income,Europe & Central Asia,40850412,7.863452874,573849904.5,17.12726696,699655911.7,6278300281.0,883381423.6,10.35,-3.44,185594,628000000000.0,0.00111410177022293
2002,ESP,Spain,High income,Europe & Central Asia,41431558,6.527091208,533009750.9,17.98926053,745323091.2,7087566758.0,883381423.6,11.15,0.8,741349,709000000000.0,0.001051231440338505
2003,ESP,Spain,High income,Europe & Central Asia,42187645,20.7972708,539217663.9,21.34108109,900329952.8,9074915220.0,883381423.6,11.28,0.13,662840,907000000000.0,0.0009926460339581035
2004,ESP,Spain,High income,Europe & Central Asia,42921895,12.3238497,704875626.5,23.56105813,1011285263.0,10690556739.0,883381423.6,11.09,-0.19,661105,1070000000000.0,0.0009451264140186916
2005,ESP,Spain,High income,Europe & Central Asia,43653155,12.26237972,732686895.9,26.00712141,1135292902.0,11537158286.0,883381423.6,9.15,-1.94,632974,1150000000000.0,0.0009872112191304347
2006,ESP,Spain,High income,Europe & Central Asia,44397319,12.88323293,794233195.9,28.86560179,1281555331.0,12603989796.0,883381423.6,8.45,-0.7,658689,1260000000000.0,0.0010171074055555555
2007,ESP,Spain,High income,Europe & Central Asia,45226803,30.81522923,897282075.8,37.0680533,1676469544.0,14740025833.0,883381423.6,8.23,-0.22,774489,1470000000000.0,0.0011404554721088436
2008,ESP,Spain,High income,Europe & Central Asia,45954106,9.776792521,748880878.8,40.04809696,1840374493.0,16318634941.0,883381423.6,11.25,3.02,430778,1630000000000.0,0.0011290641061349692
2009,ESP,Spain,High income,Europe & Central Asia,46362946,-17.16040975,557286247.6,32.88312803,1524558689.0,14914729274.0,883381423.6,17.86,6.61,130589,1490000000000.0,0.0010231937510067114
2010,ESP,Spain,High income,Europe & Central Asia,46576897,4.683047397,470665747.3,34.26493815,1595954495.0,14221081960.0,883381423.6,19.86,2.0,62782,1420000000000.0,0.0011239116161971831
2011,ESP,Spain,High income,Europe & Central Asia,46742697,7.4124938,496948975.8,36.67427498,1714254523.0,14807104964.0,883381423.6,21.39,1.53,57170,1480000000000.0,0.001158280083108108
2012,ESP,Spain,High income,Europe & Central Asia,46773055,22.14702822,407460971.8,44.76746186,2093910956.0,13247507405.0,883381423.6,24.79,3.4,-144619,1320000000000.0,0.0015862961787878789
2013,ESP,Spain,High income,Europe & Central Asia,46620045,44.98021902,353454937.7,65.11698326,3035756690.0,13555795379.0,883381423.6,26.09,1.3,-254292,1360000000000.0,0.002232174036764706
2014,ESP,Spain,High income,Europe & Central Asia,46480882,3.116502825,402801005.3,67.34739098,3130366133.0,13718205376.0,883381423.6,24.44,-1.65,-94869,1370000000000.0,0.002284938783211679
2015,ESP,Spain,High income,Europe & Central Asia,46444832,-14.59761301,368030578.6,57.56092301,2673407399.0,11961569718.0,883381423.6,22.06,-2.38,-871,1200000000000.0,0.0022278394991666665
2016,ESP,Spain,High income,Europe & Central Asia,46484062,-1.541984361,304127565.4,56.62551339,2632183875.0,12335549659.0,883381423.6,19.64,-2.42,89021,1230000000000.0,0.0021399868902439024
2017,ESP,Spain,High income,Europe & Central Asia,46593236,14.15407725,362587684.8,64.4888716,3004745214.0,13132453311.0,883381423.6,17.22,-2.42,167475,1310000000000.0,0.0022936986366412213
2018,ESP,Spain,High income,Europe & Central Asia,46797754,10.88158385,439830631.9,71.19378174,3331709084.0,14217027130.0,883381423.6,15.25,-1.97,339064,1420000000000.0,0.0023462740028169014
2019,ESP,Spain,High income,Europe & Central Asia,47134837,-3.747699419,448985346.9,68.03559418,3206846642.0,13943200563.0,883381423.6,14.1,-1.15,458942,1390000000000.0,0.0023070839151079136
2020,ESP,Spain,High income,Europe & Central Asia,47365655,-6.563627685,351704128.4,63.26020759,2996361168.0,12769626844.0,883381423.6,15.53,1.43,208791,1280000000000.0,0.0023409071625
2021,ESP,Spain,High income,Europe & Central Asia,47415750,32.00444156,260765690.9,83.41805892,3955329827.0,14273806788.0,883381423.6,14.78,-0.75,275022,1430000000000.0,0.002765964913986014
2022,ESP,Spain,High income,Europe & Central Asia,47615034,7.915432282,405133138.3,89.64419265,4268411281.0,13975092711.0,883381423.6,13.009,-1.771,0,1400000000000.0,0.003048865200714286
1970,LKA,Sri Lanka,Lower middle income,South Asia,12388769,0.0,0.0,0.0,0.0,0.0,2569897917.0,0.0,0.0,-16297,2296470588.0,0.0
1971,LKA,Sri Lanka,Lower middle income,South Asia,12654651,0.0,0.0,0.0,0.0,0.0,2569897917.0,0.0,0.0,-22014,2369308600.0,0.0
1972,LKA,Sri Lanka,Lower middle income,South Asia,12914457,0.0,0.0,0.0,0.0,0.0,2569897917.0,0.0,0.0,-27097,2553936348.0,0.0
1973,LKA,Sri Lanka,Lower middle income,South Asia,13169737,0.0,0.0,0.0,0.0,0.0,2569897917.0,0.0,0.0,-30602,2875625000.0,0.0
1974,LKA,Sri Lanka,Lower middle income,South Asia,13418276,0.0,0.0,0.0,0.0,0.0,2569897917.0,0.0,0.0,-33995,3574586466.0,0.0
1975,LKA,Sri Lanka,Lower middle income,South Asia,13662873,0.0,0.0,0.626710219,8562662.125,37912981.39,2569897917.0,0.0,0.0,-37505,3791298146.0,0.0022585040256024222
1976,LKA,Sri Lanka,Lower middle income,South Asia,13910170,51.32770114,0.0,0.931525621,12957679.75,35913198.58,2569897917.0,0.0,0.0,-41298,3591319857.0,0.003608055051054173
1977,LKA,Sri Lanka,Lower middle income,South Asia,14159052,42.64071714,0.0,1.305378871,18482927.32,41045095.79,2569897917.0,0.0,0.0,-45398,4104509583.0,0.004503078125716244
1978,LKA,Sri Lanka,Lower middle income,South Asia,14414816,111.1734353,0.0,2.707702447,39031032.56,27331838.56,2569897917.0,0.0,0.0,-50197,2733183857.0,0.014280427004585518
1979,LKA,Sri Lanka,Lower middle income,South Asia,14680387,53.89146003,0.0,4.091542401,60065425.87,33646114.32,2569897917.0,0.0,0.0,-57696,3364611432.0,0.01785211370880226
1980,LKA,Sri Lanka,Lower middle income,South Asia,14943645,152.5590236,0.0,10.15151612,151700653.1,40246219.0,2569897917.0,0.0,0.0,-66398,4024621900.0,0.0376931440690118
1981,LKA,Sri Lanka,Lower middle income,South Asia,15198918,51.32393817,0.0,15.10366741,229559402.5,44158441.56,2569897917.0,0.0,0.0,-74202,4415844156.0,0.051985394952873874
1982,LKA,Sri Lanka,Lower middle income,South Asia,15438753,26.02698476,0.0,18.73900005,289306793.2,47687650.17,2569897917.0,0.0,0.0,-78992,4768765017.0,0.06066702640383004
1983,LKA,Sri Lanka,Lower middle income,South Asia,15658442,1.787119322,0.0,18.80628039,294477050.8,51679133.03,2569897917.0,0.0,0.0,-78295,5167913302.0,0.0569818094057492
1984,LKA,Sri Lanka,Lower middle income,South Asia,15872577,2.196524885,0.0,18.96007891,300945312.5,60434748.43,2569897917.0,0.0,0.0,-68489,6043474843.0,0.049796734547274096
1985,LKA,Sri Lanka,Lower middle income,South Asia,16092338,-3.087956487,0.0,18.12367179,291652252.2,59784609.72,2569897917.0,0.0,0.0,-53596,5978460972.0,0.04878383476382089
1986,LKA,Sri Lanka,Lower middle income,South Asia,16317995,11.76589258,0.0,19.97596781,325967742.9,64052105.64,2569897917.0,0.0,0.0,-38793,6405210564.0,0.0508910268667945
1987,LKA,Sri Lanka,Lower middle income,South Asia,16547139,7.390516033,0.0,21.15522455,350058441.2,66821671.2,2569897917.0,0.0,0.0,-28905,6682167120.0,0.05238696292887688
1988,LKA,Sri Lanka,Lower middle income,South Asia,16773736,2.173473913,0.0,21.32302965,357666870.1,69783715.82,2569897917.0,0.0,0.0,-27896,6978371581.0,0.0512536292956682
1989,LKA,Sri Lanka,Lower middle income,South Asia,16990575,0.096475891,0.0,21.07120756,358011932.4,69872676.84,2569897917.0,0.0,0.0,-30997,6987267684.0,0.05123775824701895
1990,LKA,Sri Lanka,Lower middle income,South Asia,17204094,11.94482128,0.0,23.2953748,400775817.9,80325511.74,2569897917.0,0.0,0.0,-36199,8032551173.0,0.04989396385635699
1991,LKA,Sri Lanka,Lower middle income,South Asia,17416596,10.30954822,0.0,25.38349021,442093994.1,90003625.81,2569897917.0,14.66,0.0,-42400,9000362582.0,0.04911957602509841
1992,LKA,Sri Lanka,Lower middle income,South Asia,17624457,23.9114444,0.0,31.08209539,547805053.7,97030116.37,2569897917.0,14.22,-0.44,-48501,9703011636.0,0.056457219083149414
1993,LKA,Sri Lanka,Lower middle income,South Asia,17825611,15.43923404,0.0,35.47603266,632381958.0,103386796.4,2569897917.0,13.82,-0.4,-54206,10338679636.0,0.06116660736812099
1994,LKA,Sri Lanka,Lower middle income,South Asia,18011744,13.09501082,0.0,39.70700693,715192443.8,117176042.1,2569897917.0,13.03,-0.79,-63104,11717604209.0,0.06103572292113079
1995,LKA,Sri Lanka,Lower middle income,South Asia,18177572,11.99349559,12638366.86,44.0635866,800969018.0,130296975.6,2569897917.0,12.27,-0.76,-73695,13029697561.0,0.06147257173469861
1996,LKA,Sri Lanka,Lower middle income,South Asia,18322506,5.269117463,12364707.58,46.01843309,843173016.4,138977383.7,2569897917.0,11.35,-0.92,-83689,13897738375.0,0.06066980062862207
1997,LKA,Sri Lanka,Lower middle income,South Asia,18449123,10.7401729,13253602.08,50.61114592,933731256.2,150919138.8,2569897917.0,10.6,-0.75,-90691,15091913884.0,0.06186963849495022
1998,LKA,Sri Lanka,Lower middle income,South Asia,18560798,8.52556164,13356026.39,54.59555618,1013337090.0,157949728.5,2569897917.0,9.17,-1.43,-92990,15794972847.0,0.06415567154282681
1999,LKA,Sri Lanka,Lower middle income,South Asia,18670411,5.029391355,13507477.26,57.00473214,1064301778.0,156563278.5,2569897917.0,8.88,-0.29,-92896,15656327860.0,0.06797901701580744
2000,LKA,Sri Lanka,Lower middle income,South Asia,18776371,8.454724295,14033983.32,61.47543415,1154285559.0,163308141.8,2569897917.0,7.74,-1.14,-91900,16330814180.0,0.07068144590204381
2001,LKA,Sri Lanka,Lower middle income,South Asia,18920275,1.344939376,188270000.0,61.82838252,1169810000.0,157497538.0,2569897917.0,7.9,0.16,-15604,15749753805.0,0.07427481181506634
2002,LKA,Sri Lanka,Lower middle income,South Asia,19110707,10.79320573,203680000.0,67.81905034,1296070000.0,165365356.5,2569897917.0,8.76,0.86,-20309,16536535647.0,0.0783761500998021
2003,LKA,Sri Lanka,Lower middle income,South Asia,19303180,9.829715988,223690000.0,73.74277192,1423470000.0,188817654.4,2569897917.0,8.22,-0.54,-20932,18881765437.0,0.07538860731796941
2004,LKA,Sri Lanka,Lower middle income,South Asia,19490431,10.55940764,229550000.0,80.74629032,1573780000.0,206625259.4,2569897917.0,8.38,0.16,-1028,20662525941.0,0.07616590558646065
2005,LKA,Sri Lanka,Lower middle income,South Asia,19673866,25.5280916,249350000.0,100.4142246,1975536000.0,244057910.4,2569897917.0,7.67,-0.71,-36955,24405791045.0,0.08094537875692936
2006,LKA,Sri Lanka,Lower middle income,South Asia,19870706,9.68010707,274200000.0,109.0434331,2166770000.0,282798024.5,2569897917.0,6.5,-1.17,-23795,28279802451.0,0.07661899349383118
2007,LKA,Sri Lanka,Lower middle income,South Asia,20078655,15.7160197,304550000.0,124.8739022,2507300000.0,323502386.6,2569897917.0,5.97,-0.53,-19572,32350238663.0,0.0775048377886522
2008,LKA,Sri Lanka,Lower middle income,South Asia,20285643,16.63941291,372900000.0,144.1659996,2924500000.0,407138263.2,2569897917.0,5.22,-0.75,-11557,40713826321.0,0.07183063505115844
2009,LKA,Sri Lanka,Lower middle income,South Asia,20482477,14.09471705,420300000.0,162.9051018,3336700000.0,420662239.7,2569897917.0,5.85,0.63,5484,42066223971.0,0.07932016912904484
2010,LKA,Sri Lanka,Lower middle income,South Asia,20668557,23.56909521,526140000.0,199.4880436,4123130000.0,586361608.5,2569897917.0,4.78,-1.07,-26603,58636160849.0,0.07031718892063714
2011,LKA,Sri Lanka,Lower middle income,South Asia,20859743,24.97811129,580970000.0,247.0313273,5153010000.0,677532841.4,2569897917.0,4.12,-0.66,-13277,67753284135.0,0.07605550145336877
2012,LKA,Sri Lanka,Lower middle income,South Asia,21017147,16.42811336,680120989.5,285.459883,5999552324.0,704472171.6,2569897917.0,3.88,-0.24,-97095,70447217164.0,0.0851637944765531
2013,LKA,Sri Lanka,Lower middle income,South Asia,21131756,7.044430654,854400005.9,303.9116402,6422186627.0,770005782.1,2569897917.0,4.24,0.36,-97189,77000578207.0,0.08340439483110491
2014,LKA,Sri Lanka,Lower middle income,South Asia,21239457,9.562785382,887060001.1,331.2856139,7036326551.0,825285355.8,2569897917.0,4.19,-0.05,-97807,82528535573.0,0.08525931669750846
2015,LKA,Sri Lanka,Lower middle income,South Asia,21336697,-0.520087801,896280000.2,328.0606869,6999731475.0,851409555.2,2569897917.0,4.52,0.33,-98598,85140955517.0,0.08221344748242074
2016,LKA,Sri Lanka,Lower middle income,South Asia,21425494,3.744715793,895080001.0,338.9350801,7261851525.0,880122819.1,2569897917.0,4.24,-0.28,-98896,88012281910.0,0.08250952443689458
2017,LKA,Sri Lanka,Lower middle income,South Asia,21506813,-0.985361788,944429998.0,334.3264302,7190296015.0,943762378.4,2569897917.0,4.05,-0.19,-98598,94376237832.0,0.07618756776254963
2018,LKA,Sri Lanka,Lower middle income,South Asia,21670000,-2.047988882,962280000.0,325.0133619,7043039552.0,944938713.5,2569897917.0,4.32,0.27,-97100,94493871351.0,0.0745343528771135
2019,LKA,Sri Lanka,Lower middle income,South Asia,21803000,-4.179126155,1090540000.0,309.5308923,6748702044.0,890149783.1,2569897917.0,4.67,0.35,-94897,89014978319.0,0.07581535345450405
2020,LKA,Sri Lanka,Lower middle income,South Asia,21919000,5.804261552,1042200001.0,325.7636919,7140414362.0,844405357.0,2569897917.0,5.2,0.53,-92400,84440535699.0,0.08456145265886277
2021,LKA,Sri Lanka,Lower middle income,South Asia,22156000,-22.66555244,0.0,249.2327135,5522000000.0,884965356.0,2569897917.0,5.239,0.039,-92400,88496535599.0,0.062397922840975006
2022,LKA,Sri Lanka,Lower middle income,South Asia,22181000,-34.80622963,0.0,162.3010685,3600000000.0,744035783.6,2569897917.0,6.705,1.466,0,74403578363.0,0.04838476964691575
1970,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,44968,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-1280,16299999.99,0.0
1971,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,44583,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-831,19624746.45,0.0
1972,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,44416,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-814,22944849.12,0.0
1973,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,44242,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-852,24196018.38,0.0
1974,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,44056,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-911,31514856.31,0.0
1975,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43888,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-929,33364055.3,0.0
1976,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43740,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-931,30095602.29,0.0
1977,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43603,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-899,44496296.3,0.0
1978,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43465,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-862,49433333.33,0.0
1979,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43278,0.0,0.0,0.0,0.0,0.0,14401314.7,0.0,0.0,-865,58840740.74,0.0
1980,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,43097,0.0,1700000.048,18.39089925,792592.5851,684592.5926,14401314.7,0.0,0.0,-799,68459259.26,0.011577580500686241
1981,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,42953,40.18692389,2000000.0,25.86806891,1111111.164,808888.8889,14401314.7,0.0,0.0,-849,80888888.89,0.013736264389921206
1982,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,42794,-1.000002552,500000.0,25.70453858,1100000.024,860222.222,14401314.7,0.0,0.0,-940,86022222.22,0.012787393717716027
1983,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,42600,1.010103614,588888.8836,26.08242169,1111111.164,868740.7408,14401314.7,0.0,0.0,-922,86874074.07,0.01278990511144564
1984,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,42380,17.99999275,629629.612,30.93702437,1311111.093,986037.0373,14401314.7,0.0,0.0,-892,98603703.7,0.013296773283375156
1985,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,42144,-18.92654904,1048148.155,25.22216707,1062963.009,1110074.074,14401314.7,0.0,0.0,-894,111007407.4,0.009575604312329882
1986,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,41889,889.546989,1925925.97,251.1045489,10518518.45,1306851.852,14401314.7,0.0,0.0,-845,130685185.2,0.08048745872688252
1987,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,41617,7.464785689,2177777.767,271.6126417,11303703.31,1477481.481,14401314.7,0.0,0.0,-828,147748148.1,0.07650656509311606
1988,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,41321,7.601576018,2403703.69,294.3530628,12162962.91,1726925.926,14401314.7,0.0,0.0,-825,172692592.6,0.07043129486261474
1989,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,40992,57.91717152,7644444.466,468.5647687,19207407.0,1925185.185,14401314.7,0.0,0.0,-835,192518518.5,0.09976913987108206
1990,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,40636,0.404936804,6348148.148,474.58374,19285184.86,2172592.593,14401314.7,0.0,0.0,-861,217259259.3,0.08876576732396141
1991,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,40542,-92.2796236,0.0,36.72460313,1488888.86,2205407.406,14401314.7,0.0,0.0,-240,220540740.7,0.006751083066440432
1992,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,40900,-0.995019534,0.0,36.04093215,1474074.125,2421370.37,14401314.7,0.0,0.0,155,242137037.0,0.006087768080683997
1993,KNA,St. Kitts and Nevis,High income,Latin America & Caribbean,41447,925.8793431,4003703.704,364.8568521,15122221.95,2637555.556,14401314.7,0.0,0.0,157,263755555.6,0.05733423099126561
