Year,country_code,country_name,gdp,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration
1982,SAU,Saudi Arabia,0,High income,Middle East & North Africa,11201154,0,5346874512,0,0,0,73626618.24,0,0,150272
1983,SAU,Saudi Arabia,0,High income,Middle East & North Africa,11746020,0,5236254883,0,0,0,73626618.24,0,0,159355
1984,SAU,Saudi Arabia,0,High income,Middle East & North Africa,12310361,0,5284052246,0,0,0,73626618.24,0,0,160314
1985,SAU,Saudi Arabia,0,High income,Middle East & North Africa,12890245,0,5198590332,0,0,0,73626618.24,0,0,163926
1986,SAU,Saudi Arabia,0,High income,Middle East & North Africa,13483349,0,4800000000,0,0,0,73626618.24,0,0,162807
1987,SAU,Saudi Arabia,0,High income,Middle East & North Africa,14089798,0,4928000000,0,0,0,73626618.24,0,0,170249
1988,SAU,Saudi Arabia,0,High income,Middle East & North Africa,14713715,0,6501333496,0,0,0,73626618.24,0,0,178115
1989,SAU,Saudi Arabia,0,High income,Middle East & North Africa,15353227,0,8530666992,0,0,0,73626618.24,0,0,182375
1990,SAU,Saudi Arabia,0,High income,Middle East & North Africa,16004763,0,11221333333,0,0,0,73626618.24,0,0,186898
1991,SAU,Saudi Arabia,0,High income,Middle East & North Africa,16654276,0,13728000000,0,0,0,73626618.24,7.07,0,165010
1992,SAU,Saudi Arabia,0,High income,Middle East & North Africa,17281350,0,13379200000,0,0,0,73626618.24,7.2,0.13,130258
1993,SAU,Saudi Arabia,0,High income,Middle East & North Africa,17846461,0,15696000000,0,0,0,73626618.24,6.854,-0.346,31317
1994,SAU,Saudi Arabia,0,High income,Middle East & North Africa,18367528,0,18077866667,0,0,0,73626618.24,6.41,-0.444,35332
1995,SAU,Saudi Arabia,0,High income,Middle East & North Africa,18888857,0,16593866667,0,0,0,73626618.24,5.994,-0.416,27095
1996,SAU,Saudi Arabia,0,High income,Middle East & North Africa,19410280,0,15492533333,0,0,0,73626618.24,5.549,-0.445,29773
1997,SAU,Saudi Arabia,0,High income,Middle East & North Africa,19938377,0,15014400000,0,0,0,73626618.24,5.147,-0.402,31781
1998,SAU,Saudi Arabia,0,High income,Middle East & North Africa,20472580,0,14934133333,0,0,0,73626618.24,4.713,-0.434,29767
1999,SAU,Saudi Arabia,0,High income,Middle East & North Africa,21009660,0,13958133333,0,0,0,73626618.24,4.35,-0.363,24400
2000,SAU,Saudi Arabia,0,High income,Middle East & North Africa,21547390,0,15390133333,0,0,0,73626618.24,4.57,0.22,17241
2001,SAU,Saudi Arabia,0,High income,Middle East & North Africa,22085929,0,15119733333,0,0,0,73626618.24,4.62,0.05,19616
2002,SAU,Saudi Arabia,0,High income,Middle East & North Africa,22623415,0,15853600000,0,0,0,73626618.24,5.27,0.65,22830
2003,SAU,Saudi Arabia,0,High income,Middle East & North Africa,23150847,0,14783280000,0,0,0,73626618.24,5.56,0.29,17278
2004,SAU,Saudi Arabia,0,High income,Middle East & North Africa,23661808,0,13555066667,0,0,0,73626618.24,5.82,0.26,10112
2005,SAU,Saudi Arabia,0.028577834,High income,Middle East & North Africa,24397644,0,14303466667,3.847366027,93866666.67,3284596960,73626618.24,6.05,0.23,481349
2006,SAU,Saudi Arabia,0.028018032,High income,Middle East & North Africa,25382870,12.5,15942858667,4.160286051,105600000,3769001335,73626618.24,6.25,0.2,490805
2007,SAU,Saudi Arabia,0.029682014,High income,Middle East & North Africa,26400068,16.91919195,16435845333,4.676755632,123466666.7,4159645862,73626618.24,5.73,-0.52,495746
2008,SAU,Saudi Arabia,0.041590616,High income,Middle East & North Africa,27437353,75.0971922,21696160000,7.879282914,216186666.7,5197967414,73626618.24,5.08,-0.65,495131
2009,SAU,Saudi Arabia,0.049965288,High income,Middle East & North Africa,28483797,-0.826446296,26469733333,7.527086364,214400000,4290978969,73626618.24,5.38,0.3,494189
2010,SAU,Saudi Arabia,0.044770301,High income,Middle East & North Africa,29411929,10.29850746,27069005333,8.040275087,236480000,5282073042,73626618.24,5.55,0.17,236962
2011,SAU,Saudi Arabia,0.036021413,High income,Middle East & North Africa,30150945,3.067207925,28474925333,8.08377095,243733333.3,6766345709,73626618.24,5.77,0.22,94083
2012,SAU,Saudi Arabia,0.033149559,High income,Middle East & North Africa,30821543,0.897155375,29492573333,7.978834804,245920000,7418499896,73626618.24,5.52,-0.25,88879
2013,SAU,Saudi Arabia,0.035652736,High income,Middle East & North Africa,31482498,9.292994998,34984186667,8.537230219,268773333.3,7538645374,73626618.24,5.6,0.08,77738
2014,SAU,Saudi Arabia,0.035651171,High income,Middle East & North Africa,32125564,1.685683116,36924240000,8.507368151,273304000,7666059552,73626618.24,5.72,0.12,65520
2015,SAU,Saudi Arabia,0.044128647,High income,Middle East & North Africa,32749848,8.09735679,38787368000,9.020939578,295434400,6694843828,73626618.24,5.6,-0.12,60337
2016,SAU,Saudi Arabia,0.046174463,High income,Middle East & North Africa,33416270,4.091421547,37843205333,9.202758617,307521866.7,6659998768,73626618.24,5.6,0,171429
2017,SAU,Saudi Arabia,0.040668087,High income,Middle East & North Africa,34193122,-5.445856641,36118961653,8.503893464,290774666.7,7149947001,73626618.24,5.89,0.29,282947
2018,SAU,Saudi Arabia,0.039560723,High income,Middle East & North Africa,35018133,15.18013949,33881511795,9.564035487,334914666.7,8465837864,73626618.24,6.03,0.14,253245
2019,SAU,Saudi Arabia,0.03983346,High income,Middle East & North Africa,35827362,-0.264345963,31197048533,9.323302489,334029333.3,8385646974,73626618.24,5.64,-0.39,241172
2020,SAU,Saudi Arabia,0.041163684,High income,Middle East & North Africa,35997107,-9.513015185,34595847461,8.396593429,302253072.1,7342711894,73626618.24,7.45,1.81,-1025295
2021,SAU,Saudi Arabia,0.033953387,High income,Middle East & North Africa,35950396,-2.428015818,40735155495,8.203367765,294914319.7,8685858636,73626618.24,6.692,-0.758,-153883
2022,SAU,Saudi Arabia,0.025900783,High income,Middle East & North Africa,36408820,-2.677069024,39349380602,7.883234332,287019259.8,11081489691,73626618.24,5.635,-1.057,0
1970,SEN,Senegal,0,Lower middle income,Sub-Saharan Africa,4367744,0,0,0,0,0,862770155.6,0,0,16164
1971,SEN,Senegal,0,Lower middle income,Sub-Saharan Africa,4498616,0,0,0,0,0,862770155.6,0,0,15133
1972,SEN,Senegal,0,Lower middle income,Sub-Saharan Africa,4633452,0,0,0,0,0,862770155.6,0,0,13851
1973,SEN,Senegal,0,Lower middle income,Sub-Saharan Africa,4772039,0,0,0,0,0,862770155.6,0,0,11382
1974,SEN,Senegal,0.405685625,Lower middle income,Sub-Saharan Africa,4911421,0,27751850.13,1.734052261,8516660.69,20993252.32,862770155.6,0,0,3347
1975,SEN,Senegal,0.929789771,Lower middle income,Sub-Saharan Africa,5047922,209.002117,31729307.17,5.213365387,26316661.83,28303884.01,862770155.6,0,0,-7870
1976,SEN,Senegal,1.60266028,Lower middle income,Sub-Saharan Africa,5181195,74.7668094,26951189.04,8.876869182,45992790.22,28697778.81,862770155.6,0,0,-18745
1977,SEN,Senegal,1.465742821,Lower middle income,Sub-Saharan Africa,5308297,-6.367487243,24015008.93,8.112621651,43064205.17,29380464.67,862770155.6,0,0,-35820
1978,SEN,Senegal,1.695415985,Lower middle income,Sub-Saharan Africa,5433225,29.14591457,42542655.94,10.23621544,55615661.62,32803549.17,862770155.6,0,0,-36651
1979,SEN,Senegal,1.377537443,Lower middle income,Sub-Saharan Africa,5564474,1.177833367,69104393.01,10.11249607,56270721.44,40848778.18,862770155.6,0,0,-35122
1980,SEN,Senegal,1.708480179,Lower middle income,Sub-Saharan Africa,5703869,36.93498867,90874862.67,13.50912969,77054306.03,45101082.81,862770155.6,0,0,-32711
1981,SEN,Senegal,1.664895371,Lower middle income,Sub-Saharan Africa,5852029,-11.50094924,75515731.81,11.65276683,68192329.41,40958927.87,862770155.6,0,0,-30044
1982,SEN,Senegal,1.651997157,Lower middle income,Sub-Saharan Africa,6008392,-2.75979081,69140495.3,11.0362912,66310363.77,40139514.46,862770155.6,0,0,-27752
1983,SEN,Senegal,1.652011006,Lower middle income,Sub-Saharan Africa,6171874,-11.07550516,58598766.33,9.554011636,58966156.01,35693561.24,862770155.6,0,0,-26291
1984,SEN,Senegal,1.542486037,Lower middle income,Sub-Saharan Africa,6341801,-8.832127109,51835803.99,8.476801804,53758190.16,34851654.32,862770155.6,0,0,-24926
1985,SEN,Senegal,2.079604966,Lower middle income,Sub-Saharan Africa,6520705,47.73370897,46899036.41,12.17950639,79418968.2,38189449.2,862770155.6,0,0,-18686
1986,SEN,Senegal,2.020549563,Lower middle income,Sub-Saharan Africa,6710885,37.18375241,57896789.55,16.23480669,108949920.7,53920934.53,862770155.6,0,0,-12693
1987,SEN,Senegal,1.816189124,Lower middle income,Sub-Saharan Africa,6909837,8.143815565,61124011.99,17.05142991,117822601.3,64873530.92,862770155.6,0,0,-12114
1988,SEN,Senegal,1.831340142,Lower middle income,Sub-Saharan Africa,7113636,-0.237229952,67249015.81,16.52363022,117543090.8,64184193.92,862770155.6,0,0,-12070
1989,SEN,Senegal,1.7712062,Lower middle income,Sub-Saharan Africa,7321832,-4.072895197,65609580.99,15.39992776,112755683.9,63660393.63,862770155.6,0,0,-12391
1990,SEN,Senegal,1.922178441,Lower middle income,Sub-Saharan Africa,7536001,25.99593766,79407991.62,18.85185275,142067581.2,73909673.61,862770155.6,0,0,-12986
1991,SEN,Senegal,2.240630858,Lower middle income,Sub-Saharan Africa,7754289,14.42616488,89434179.78,20.96420248,162562484.7,72552104.74,862770155.6,5.608,0,-13810
1992,SEN,Senegal,2.261005516,Lower middle income,Sub-Saharan Africa,7974514,8.066759944,95998440.18,22.02968232,175676010.1,77698178.47,862770155.6,5.631,0.023,-14820
1993,SEN,Senegal,2.307392296,Lower middle income,Sub-Saharan Africa,8196551,-3.226202312,94115543.26,20.74144925,170008346.6,73679862.28,862770155.6,5.63,-0.001,-16672
1994,SEN,Senegal,2.260997115,Lower middle income,Sub-Saharan Africa,8416997,-33.04334983,59851799.27,13.52405067,113831893.9,50345881.98,862770155.6,5.654,0.024,-22681
1995,SEN,Senegal,2.3082643,Lower middle income,Sub-Saharan Africa,8632681,28.28452861,76350035.43,16.91580038,146028708.5,63263426.33,862770155.6,5.555,-0.099,-31064
1996,SEN,Senegal,2.293990885,Lower middle income,Sub-Saharan Africa,8843423,3.047681956,67922656.49,17.01594497,150479199.1,65597121.63,862770155.6,5.616,0.061,-39240
1997,SEN,Senegal,2.490537976,Lower middle income,Sub-Saharan Africa,9051539,-0.009222005,69784370.96,16.62317556,150465321.9,60414787.23,862770155.6,5.597,-0.019,-44599
1998,SEN,Senegal,2.266026962,Lower middle income,Sub-Saharan Africa,9261526,-2.024714041,66535946.99,15.91733688,147418829.4,65056079.15,862770155.6,5.547,-0.05,-45291
1999,SEN,Senegal,2.821711731,Lower middle income,Sub-Saharan Africa,9478564,26.19201859,60841404.6,19.62647471,186030796.6,65928349.29,862770155.6,5.54,-0.007,-44377
2000,SEN,Senegal,3.892556891,Lower middle income,Sub-Saharan Africa,9704287,25.82145079,55028951.05,24.11992217,234066647.2,60131850.03,862770155.6,5.582,0.042,-42952
2001,SEN,Senegal,4.68582035,Lower middle income,Sub-Saharan Africa,9938027,30.28126123,51317747.65,30.68466005,304944980.1,65078248.27,862770155.6,5.574,-0.008,-41509
2002,SEN,Senegal,4.940093865,Lower middle income,Sub-Saharan Africa,10180950,13.50337733,39519211.91,33.99710748,346122851.4,70064023.25,862770155.6,5.65,0.076,-40555
2003,SEN,Senegal,5.839850356,Lower middle income,Sub-Saharan Africa,10434504,47.94753228,57218739.91,49.07566448,512080217.3,87687215.61,862770155.6,6.641,0.991,-40489
2004,SEN,Senegal,6.291983532,Lower middle income,Sub-Saharan Africa,10698691,23.814907,76963915.96,59.26254388,634031644.8,100768166.6,862770155.6,7.758,1.117,-41027
2005,SEN,Senegal,7.168101941,Lower middle income,Sub-Saharan Africa,10974057,24.46362048,97769904.95,71.90948071,789138740.1,110090334.5,862770155.6,8.865,1.107,-41857
2006,SEN,Senegal,7.916492622,Lower middle income,Sub-Saharan Africa,11263387,17.35133352,96492204.05,82.2190372,926064834.8,116979182.5,862770155.6,10.03,1.165,-42731
2007,SEN,Senegal,8.527636069,Lower middle income,Sub-Saharan Africa,11563869,28.86527715,143429092.7,103.19868,1193376016,139942184,862770155.6,10.073,0.043,-43365
2008,SEN,Senegal,8.793674959,Lower middle income,Sub-Saharan Africa,11872929,24.19263033,144686085.2,124.8289335,1482085064,168539896.1,862770155.6,10.104,0.031,-43583
2009,SEN,Senegal,8.397408181,Lower middle income,Sub-Saharan Africa,12195029,-8.518449451,175124711.3,111.179268,1355834397,161458674.8,862770155.6,10.194,0.09,-43643
2010,SEN,Senegal,9.1749323,Lower middle income,Sub-Saharan Africa,12530121,9.092955841,216655705.6,118.0451346,1479119820,161213159,862770155.6,10.233,0.039,-43569
2011,SEN,Senegal,9.071517916,Lower middle income,Sub-Saharan Africa,12875880,9.255917685,209403263.2,125.5079989,1616025933,178142836.5,862770155.6,10.36,0.127,-43352
2012,SEN,Senegal,8.924956891,Lower middle income,Sub-Saharan Africa,13231833,-2.462885229,220998137.7,119.1237124,1576225069,176608703.9,862770155.6,9.41,-0.95,-42976
2013,SEN,Senegal,9.397581847,Lower middle income,Sub-Saharan Africa,13595566,12.79463314,280522384.1,130.7703765,1777897284,189186677.3,862770155.6,8.589,-0.821,-45857
2014,SEN,Senegal,9.757034217,Lower middle income,Sub-Saharan Africa,13970308,8.646591138,300414902.3,138.2664429,1931624793,197972534.5,862770155.6,7.625,-0.964,-37405
2015,SEN,Senegal,9.889043788,Lower middle income,Sub-Saharan Africa,14356181,-9.001247635,272324110.9,122.4388618,1757754462,177747667,862770155.6,6.76,-0.865,-31006
2016,SEN,Senegal,10.40204297,Lower middle income,Sub-Saharan Africa,14751356,12.67679945,388583223.2,134.2643666,1980581470,190403123.3,862770155.6,4.46,-2.3,-24720
2017,SEN,Senegal,10.23458644,Lower middle income,Sub-Saharan Africa,15157793,8.499014938,409389540.7,141.769411,2148911385,209965629.5,862770155.6,4.08,-0.38,-20576
2018,SEN,Senegal,10.50120365,Lower middle income,Sub-Saharan Africa,15574909,12.96565894,591757306.3,155.8617072,2427531906,231167015.4,862770155.6,3.57,-0.51,-19973
2019,SEN,Senegal,0.590759762,Lower middle income,Sub-Saharan Africa,16000781,-94.30444598,0,8.640915159,138261391.1,234039960.1,862770155.6,2.86,-0.71,-19973
2020,SEN,Senegal,10.54909652,Lower middle income,Sub-Saharan Africa,16436120,1771.634214,0,157.4427237,2587747500,245305130.6,862770155.6,3.509,0.649,-10090
2021,SEN,Senegal,9.6394023,Lower middle income,Sub-Saharan Africa,16876720,2.695490963,0,157.4654317,2657500000,275691367.3,862770155.6,3.498,-0.011,-10091
2022,SEN,Senegal,9.791243584,Lower middle income,Sub-Saharan Africa,17316449,2,0,156.5361351,2710650000,276844302.4,862770155.6,3.434,-0.064,0
1970,SRB,Serbia,0,Upper middle income,Europe & Central Asia,6972000,0,0,0,0,0,1414770160,0,0,4673
1971,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7013000,0,0,0,0,0,1414770160,0,0,5844
1972,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7053000,0,0,0,0,0,1414770160,0,0,10820
1973,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7091000,0,0,0,0,0,1414770160,0,0,11901
1974,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7128000,0,0,0,0,0,1414770160,0,0,13006
1975,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7163000,0,0,0,0,0,1414770160,0,0,14294
1976,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7214000,0,0,0,0,0,1414770160,0,0,15468
1977,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7258000,0,0,0,0,0,1414770160,0,0,16585
1978,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7297000,0,0,0,0,0,1414770160,0,0,17662
1979,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7332000,0,0,0,0,0,1414770160,0,0,18242
1980,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7362000,0,0,0,0,0,1414770160,0,0,9690
1981,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7405000,0,0,0,0,0,1414770160,0,0,1920
1982,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7440000,0,0,0,0,0,1414770160,0,0,-1274
1983,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7468000,0,0,0,0,0,1414770160,0,0,188
1984,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7489000,0,0,0,0,0,1414770160,0,0,964
1985,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7504000,0,0,0,0,0,1414770160,0,0,1869
1986,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7536000,0,0,0,0,0,1414770160,0,0,2073
1987,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7558000,0,0,0,0,0,1414770160,0,0,-521
1988,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7572000,0,0,0,0,0,1414770160,0,0,1950
1989,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7581000,0,0,0,0,0,1414770160,0,0,2982
1990,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7586000,0,0,0,0,0,1414770160,0,0,-651
1991,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7595636,0,0,0,0,0,1414770160,13.373,0,-62389
1992,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7646424,0,0,0,0,0,1414770160,12.952,-0.421,7805
1993,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7699307,0,0,0,0,0,1414770160,12.825,-0.127,9203
1994,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7734639,0,0,0,0,0,1414770160,13.422,0.597,7520
1995,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7625357,0,0,0,0,0,1414770160,13.4,-0.022,7879
1996,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7617794,0,0,0,0,0,1414770160,13.2,-0.2,7573
1997,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7596501,0,0,0,0,0,1414770160,13.8,0.6,5364
1998,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7567745,0,0,0,0,0,1414770160,13.7,-0.1,3799
1999,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7540401,0,0,0,0,0,1414770160,13.7,0,3950
2000,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7516346,0,0,0,0,0,1414770160,12.6,-1.1,2082
2001,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7503433,0,0,0,0,0,1414770160,12.8,0.2,-5
2002,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7496522,0,0,0,0,0,1414770160,13.8,1,1543
2003,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7480591,0,0,0,0,0,1414770160,15.2,1.4,511
2004,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7463157,0,0,0,0,0,1414770160,18.5,3.3,480
2005,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7440769,0,0,0,0,0,1414770160,20.85,2.35,351
2006,SRB,Serbia,0,Upper middle income,Europe & Central Asia,7411569,0,0,0,0,0,1414770160,20.85,0,185
2007,SRB,Serbia,8.719293837,Upper middle income,Europe & Central Asia,7381579,inf,129173103.9,509.9458428,3764205524,431709906.1,1414770160,18.06,-2.79,117
2008,SRB,Serbia,6.792881052,Upper middle income,Europe & Central Asia,7350222,-5.810366692,180041105.1,482.3652102,3545491380,521942214.6,1414770160,13.7,-4.36,98
2009,SRB,Serbia,10.29579994,Upper middle income,Europe & Central Asia,7320807,31.14913428,152960965.8,635.1596553,4649881251,451628943.7,1414770160,16.14,2.44,46
2010,SRB,Serbia,9.845764724,Upper middle income,Europe & Central Asia,7291436,-11.4505022,154765331.1,564.6962404,4117446496,418194686.9,1414770160,19.22,3.08,-20
2011,SRB,Serbia,8.041250813,Upper middle income,Europe & Central Asia,7234099,-3.800321975,204117025.9,547.5416181,3960970272,492581361.3,1414770160,22.97,3.75,28
2012,SRB,Serbia,8.188677709,Upper middle income,Europe & Central Asia,7199077,-10.46498973,217796081.4,492.6263659,3546455140,433092529.2,1414770160,24,1.03,3968
2013,SRB,Serbia,8.316680561,Upper middle income,Europe & Central Asia,7164132,13.48781101,255152500,561.7978992,4024794307,483942394.7,1414770160,22.15,-1.85,7198
2014,SRB,Serbia,7.853504131,Upper middle income,Europe & Central Asia,7130576,-8.16842514,267159310.1,518.3356852,3696031997,470622022.4,1414770160,19.22,-2.93,8072
2015,SRB,Serbia,8.499192497,Upper middle income,Europe & Central Asia,7095383,-8.809352659,244953320.1,475.0181215,3370435504,396559497.3,1414770160,17.66,-1.56,7368
2016,SRB,Serbia,7.877026479,Upper middle income,Europe & Central Asia,7058322,-4.897401828,238677762.8,454.1265947,3205371734,406926616.6,1414770160,15.26,-2.4,5901
2017,SRB,Serbia,8.125179667,Upper middle income,Europe & Central Asia,7020858,11.98792464,273499587.5,511.2807127,3589629282,441790757.8,1414770160,13.48,-1.78,4465
2018,SRB,Serbia,8.778729614,Upper middle income,Europe & Central Asia,6982604,23.84584919,297119802.7,636.6689085,4445606867,506406628.6,1414770160,12.73,-0.75,3346
2019,SRB,Serbia,8.226707164,Upper middle income,Europe & Central Asia,6945235,-4.671599901,331770721,610.1918655,4237925901,515142427.8,1414770160,10.39,-2.34,489
2020,SRB,Serbia,7.250330798,Upper middle income,Europe & Central Asia,6899126,-8.716628408,390450670.4,560.7263366,3868521648,533564847.7,1414770160,9.01,-1.38,243
2021,SRB,Serbia,7.288509777,Upper middle income,Europe & Central Asia,6834326,18.85003372,470794123,672.742167,4597739283,630820212,1414770160,10.06,1.05,243
2022,SRB,Serbia,8.820406625,Upper middle income,Europe & Central Asia,6760087,21.82318527,595403840.2,828.5562664,5601112445,635017486.5,1414770160,9.473,-0.587,0
1970,SYC,Seychelles,0,High income,Sub-Saharan Africa,53600,0,0,0,0,0,8014136.852,0,0,167
1971,SYC,Seychelles,0,High income,Sub-Saharan Africa,54695,0,0,0,0,0,8014136.852,0,0,242
1972,SYC,Seychelles,0,High income,Sub-Saharan Africa,56029,0,0,0,0,0,8014136.852,0,0,244
1973,SYC,Seychelles,0,High income,Sub-Saharan Africa,56892,0,0,0,0,0,8014136.852,0,0,93
1974,SYC,Seychelles,0,High income,Sub-Saharan Africa,57937,0,0,0,0,0,8014136.852,0,0,84
1975,SYC,Seychelles,0,High income,Sub-Saharan Africa,59292,0,0,0,0,0,8014136.852,0,0,93
1976,SYC,Seychelles,0,High income,Sub-Saharan Africa,60504,0,0,0,0,0,8014136.852,0,0,24
1977,SYC,Seychelles,0,High income,Sub-Saharan Africa,61786,0,0,0,0,0,8014136.852,0,0,-199
1978,SYC,Seychelles,0,High income,Sub-Saharan Africa,62150,0,0,0,0,0,8014136.852,0,0,-499
1979,SYC,Seychelles,0,High income,Sub-Saharan Africa,62686,0,0,0,0,0,8014136.852,0,0,-601
1980,SYC,Seychelles,0,High income,Sub-Saharan Africa,63261,0,0,0,0,0,8014136.852,0,0,-599
1981,SYC,Seychelles,0,High income,Sub-Saharan Africa,64035,0,0,0,0,0,8014136.852,0,0,-591
1982,SYC,Seychelles,0,High income,Sub-Saharan Africa,64413,0,0,0,0,0,8014136.852,0,0,-592
1983,SYC,Seychelles,0,High income,Sub-Saharan Africa,64335,0,0,0,0,0,8014136.852,0,0,-592
1984,SYC,Seychelles,0,High income,Sub-Saharan Africa,64717,0,0,0,0,0,8014136.852,0,0,-600
1985,SYC,Seychelles,0,High income,Sub-Saharan Africa,65244,0,0,0,0,0,8014136.852,0,0,-601
1986,SYC,Seychelles,0,High income,Sub-Saharan Africa,65652,0,0,0,0,0,8014136.852,0,0,-580
1987,SYC,Seychelles,0,High income,Sub-Saharan Africa,68499,0,0,0,0,0,8014136.852,0,0,-454
1988,SYC,Seychelles,0,High income,Sub-Saharan Africa,68755,0,0,0,0,0,8014136.852,0,0,-327
1989,SYC,Seychelles,1.313294594,High income,Sub-Saharan Africa,69167,0,9240242.958,61.58215363,4259452.82,3243333.856,8014136.852,0,0,-303
1990,SYC,Seychelles,1.913599715,High income,Sub-Saharan Africa,69507,76.18321181,9794305.727,107.9666909,7504440.784,3921635.609,8014136.852,0,0,-320
1991,SYC,Seychelles,1.837809138,High income,Sub-Saharan Africa,70439,-2.456088152,9557361.273,103.9214796,7320125.103,3983071.447,8014136.852,0,0,-339
1992,SYC,Seychelles,2.332247361,High income,Sub-Saharan Africa,70763,47.00853303,13292957.28,152.0739444,10761208.53,4614093.989,8014136.852,0,0,-369
1993,SYC,Seychelles,0.057412145,High income,Sub-Saharan Africa,72253,-97.30987838,57897.91953,4.006610066,289489.5971,5042305.894,8014136.852,0,0,-376
1994,SYC,Seychelles,0.057322774,High income,Sub-Saharan Africa,74205,2.485726524,79116.14085,3.99818768,296685.5168,5175700.618,8014136.852,0,0,-55
1995,SYC,Seychelles,0.093205431,High income,Sub-Saharan Africa,75304,69.87434086,272995.9733,6.692772842,503992.5661,5407330.46,8014136.852,0,0,-48
1996,SYC,Seychelles,0.131569782,High income,Sub-Saharan Africa,76417,39.72978196,362174.2528,9.215589642,704227.7137,5352503.462,8014136.852,0,0,-48
1997,SYC,Seychelles,0.036537411,High income,Sub-Saharan Africa,77319,-68.92382442,358113.3396,2.830443239,218847.0408,5989670.171,8014136.852,0,0,370
1998,SYC,Seychelles,0.017615195,High income,Sub-Saharan Africa,78846,-47.89925791,479838.0903,1.446121963,114020.9323,6472873.692,8014136.852,0,0,262
1999,SYC,Seychelles,0.028238453,High income,Sub-Saharan Africa,80410,64.15877675,275709.3167,2.327762314,187175.3677,6628386.042,8014136.852,0,0,374
2000,SYC,Seychelles,0.482872099,High income,Sub-Saharan Africa,81131,1587.727045,10104413.45,38.93714242,3159009.302,6542124.319,8014136.852,0,0,376
2001,SYC,Seychelles,0.270495473,High income,Sub-Saharan Africa,81202,-43.30964233,5607923.912,22.05430497,1790853.672,6620641.936,8014136.852,0,0,363
2002,SYC,Seychelles,0.266786436,High income,Sub-Saharan Africa,83723,10.55704857,4894348.903,23.64839965,1979914.964,7421347.928,8014136.852,0,0,320
2003,SYC,Seychelles,0.646617698,High income,Sub-Saharan Africa,82781,145.2181769,7314537.754,58.65006919,4855111.378,7508472.77,8014136.852,0,0,263
2004,SYC,Seychelles,0.762398321,High income,Sub-Saharan Africa,82475,40.22974202,7925965.948,82.54998678,6808310.16,8930122.185,8014136.852,0,0,245
2005,SYC,Seychelles,1.23745767,High income,Sub-Saharan Africa,82858,77.74000634,9957671.783,146.0461381,12101090.91,9778993.822,8014136.852,0,0,251
2006,SYC,Seychelles,1.227025386,High income,Sub-Saharan Africa,84600,9.655897875,17328411.48,156.8505897,13269559.89,10814413.49,8014136.852,0,0,259
2007,SYC,Seychelles,0.442586475,High income,Sub-Saharan Africa,85033,-64.06796105,52204794.25,56.0726239,4768023.428,10773088.87,8014136.852,0,0,276
2008,SYC,Seychelles,0.322767071,High income,Sub-Saharan Africa,86956,-33.68703469,50521578.49,36.36112197,3161817.722,9795973.648,8014136.852,0,0,305
2009,SYC,Seychelles,1.894508198,High income,Sub-Saharan Africa,87298,409.943479,62099674.02,184.6947615,16123483.29,8510643.188,8014136.852,0,0,317
2010,SYC,Seychelles,1.769694666,High income,Sub-Saharan Africa,89770,7.774171421,41220615.99,193.5719118,17376950.52,9819180.028,8014136.852,0,0,376
2011,SYC,Seychelles,2.38488842,High income,Sub-Saharan Africa,87441,45.37607805,50219370.74,288.9025646,25261929.15,10592499.4,8014136.852,0,0,378
